,date,pm25,o3,no2,co
3055,2015-11-08,32.0,44.090025906735754,6.272134203168686,2.0
3056,2015-11-09,54.0,44.0479274611399,6.28331780055918,2.0
3057,2015-11-10,31.0,44.005829015544045,6.294501397949674,2.0
3058,2015-11-11,25.0,43.96373056994819,6.305684995340168,2.0
3059,2015-11-12,27.0,43.921632124352335,6.316868592730662,2.0
3060,2015-11-13,26.0,43.87953367875648,6.328052190121156,2.0
3061,2015-11-14,35.0,43.837435233160626,6.33923578751165,2.0
3062,2015-11-15,37.0,43.79533678756477,6.3504193849021435,2.0
3063,2015-11-16,55.0,43.75323834196892,6.361602982292638,2.0
3064,2015-11-17,39.0,43.71113989637306,6.372786579683131,2.0
3065,2015-11-18,30.0,43.66904145077721,6.383970177073626,2.0
3066,2015-11-19,29.0,43.62694300518135,6.395153774464119,2.0
3067,2015-11-20,35.0,43.5848445595855,6.4063373718546135,2.0
3068,2015-11-21,34.0,43.54274611398964,6.417520969245107,2.0
3069,2015-11-22,33.0,43.50064766839378,6.428704566635601,2.0
3070,2015-11-23,42.0,43.45854922279793,6.439888164026096,2.0
3071,2015-11-24,53.0,43.41645077720207,6.451071761416589,2.0
3072,2015-11-25,60.0,43.37435233160622,6.4622553588070835,2.0
3073,2015-11-26,60.0,43.33225388601036,6.473438956197577,2.0
3074,2015-11-27,46.0,43.29015544041451,6.484622553588071,2.0
3075,2015-11-28,43.0,43.248056994818654,6.495806150978565,2.0
3076,2015-11-29,31.0,43.2059585492228,6.506989748369059,2.0
3077,2015-11-30,46.0,43.163860103626945,6.5181733457595525,2.0
3078,2015-12-01,35.0,43.12176165803109,6.529356943150047,2.0
3079,2015-12-02,63.0,43.079663212435236,6.54054054054054,2.0
3080,2015-12-03,41.0,43.03756476683938,6.551724137931035,2.0
3081,2015-12-04,46.0,42.995466321243526,6.562907735321529,2.0
3082,2015-12-05,55.0,42.95336787564767,6.5740913327120225,2.0
3083,2015-12-06,68.0,42.91126943005182,6.585274930102517,2.0
3084,2015-12-07,72.0,42.86917098445596,6.59645852749301,2.0
3085,2015-12-08,57.0,42.82707253886011,6.607642124883505,2.0
3086,2015-12-09,67.0,42.78497409326425,6.618825722273998,2.0
3087,2015-12-10,69.0,42.7428756476684,6.6300093196644925,2.0
3088,2015-12-11,74.0,42.700777202072544,6.641192917054986,2.0
3089,2015-12-12,84.0,42.65867875647669,6.65237651444548,2.0
3090,2015-12-13,76.0,42.616580310880835,6.663560111835974,2.0
3091,2015-12-14,46.0,42.57448186528498,6.674743709226468,2.0
3092,2015-12-15,27.0,42.53238341968912,6.685927306616962,2.0
3093,2015-12-16,30.0,42.490284974093264,6.697110904007456,2.0
3094,2015-12-17,43.0,42.44818652849741,6.70829450139795,2.0
3095,2015-12-18,40.0,42.406088082901555,6.719478098788444,2.0
3096,2015-12-19,39.0,42.3639896373057,6.730661696178938,2.0
3097,2015-12-20,42.0,42.321891191709845,6.7418452935694315,2.0
3098,2015-12-21,46.0,42.27979274611399,6.753028890959926,2.0
3099,2015-12-22,55.0,42.237694300518136,6.764212488350419,2.0
3100,2015-12-23,56.0,42.19559585492228,6.775396085740914,2.0
3101,2015-12-24,53.0,42.15349740932643,6.786579683131407,2.0
3102,2015-12-25,70.0,42.11139896373057,6.7977632805219015,2.0
3103,2015-12-26,30.0,42.06930051813472,6.808946877912395,2.0
3104,2015-12-27,43.0,42.02720207253886,6.820130475302889,2.0
3105,2015-12-28,31.0,41.98510362694301,6.831314072693384,2.0
3106,2015-12-29,38.0,41.943005181347154,6.842497670083877,2.0
3107,2015-12-30,51.0,41.9009067357513,6.8536812674743715,2.0
3108,2015-12-31,45.0,41.858808290155444,6.864864864864865,2.0
3109,2016-01-02,63.0,41.81670984455959,6.876048462255359,2.0
3110,2016-01-03,73.0,41.774611398963735,6.887232059645853,2.0
3111,2015-07-01,61.0,41.73251295336788,6.898415657036347,2.0
3112,2015-07-02,54.0,41.690414507772026,6.9095992544268405,2.0
3113,2015-07-03,36.0,41.64831606217617,6.920782851817335,2.0
3114,2015-07-04,48.0,41.60621761658032,6.931966449207828,2.0
3115,2015-07-05,62.0,41.56411917098446,6.943150046598323,2.0
3116,2015-07-06,51.0,41.52202072538861,6.954333643988817,2.0
3117,2015-07-07,63.0,41.479922279792746,6.9655172413793105,2.0
3118,2015-07-08,84.0,41.43782383419689,6.976700838769805,2.0
3119,2015-07-09,57.0,41.395725388601036,6.987884436160298,2.0
3120,2015-07-10,37.0,41.35362694300518,6.999068033550793,2.0
3121,2015-07-11,55.0,41.31152849740933,7.010251630941286,2.0
3122,2015-07-12,57.0,41.26943005181347,7.0214352283317805,2.0
3123,2015-07-13,62.0,41.22733160621762,7.032618825722274,2.0
3124,2015-07-14,48.0,41.18523316062176,7.043802423112768,2.0
3125,2015-07-15,45.0,41.14313471502591,7.054986020503262,2.0
3126,2015-07-16,26.0,41.101036269430054,7.066169617893756,2.0
3127,2015-07-17,30.0,41.0589378238342,7.07735321528425,2.0
3128,2015-07-18,43.0,41.016839378238345,7.088536812674744,2.0
3129,2015-07-19,64.0,40.97474093264249,7.099720410065238,2.0
3130,2015-07-20,63.0,40.932642487046635,7.110904007455732,2.0
3131,2015-07-21,57.0,40.89054404145078,7.122087604846226,2.0
3132,2015-07-22,17.0,40.848445595854926,7.1332712022367195,2.0
3133,2015-07-23,22.0,40.80634715025907,7.144454799627214,2.0
3134,2015-07-24,32.0,40.76424870466322,7.155638397017707,2.0
3135,2015-07-25,49.0,40.72215025906736,7.166821994408202,2.0
3136,2015-07-26,45.0,40.68005181347151,7.178005591798695,2.0
3137,2015-07-27,44.0,40.63795336787565,7.1891891891891895,2.0
3138,2015-07-28,59.0,40.5958549222798,7.200372786579683,2.0
3139,2015-07-29,70.0,40.553756476683944,7.211556383970177,2.0
3140,2015-07-30,58.0,40.51165803108809,7.222739981360672,2.0
3141,2015-07-31,33.0,40.46955958549223,7.233923578751165,2.0
3142,2015-08-01,39.0,40.42746113989637,7.2451071761416594,2.0
3143,2015-08-02,32.0,40.38536269430052,7.256290773532153,2.0
3144,2015-08-03,54.0,40.34326424870466,7.267474370922647,2.0
3145,2015-08-04,47.0,40.30116580310881,7.278657968313141,2.0
3146,2015-08-05,43.0,40.259067357512954,7.289841565703635,2.0
3147,2015-08-06,22.0,40.2169689119171,7.3010251630941285,2.0
3148,2015-08-07,24.0,40.174870466321245,7.312208760484623,2.0
3149,2015-08-08,21.0,40.13277202072539,7.323392357875116,2.0
3150,2015-08-09,26.0,40.090673575129536,7.334575955265611,2.0
3151,2015-08-10,19.0,40.04857512953368,7.345759552656105,2.0
3152,2015-08-11,31.0,40.00647668393783,7.3569431500465985,2.0
3153,2015-08-12,37.0,39.96437823834197,7.368126747437093,2.0
3154,2015-08-13,17.0,39.92227979274612,7.379310344827586,2.0
3155,2015-08-14,43.0,39.88018134715026,7.390493942218081,2.0
3156,2015-08-15,59.0,39.83808290155441,7.401677539608574,2.0
3157,2015-08-16,63.0,39.79598445595855,7.4128611369990685,2.0
3158,2015-08-17,65.0,39.7538860103627,7.424044734389562,2.0
3159,2015-08-18,53.0,39.711787564766844,7.435228331780056,2.0
3160,2015-08-19,25.0,39.66968911917099,7.44641192917055,2.0
3161,2015-08-20,17.0,39.627590673575135,7.457595526561044,2.0
3162,2015-08-21,31.0,39.58549222797928,7.468779123951538,2.0
3163,2015-08-22,21.0,39.543393782383426,7.479962721342032,2.0
3164,2015-08-23,29.0,39.50129533678757,7.491146318732526,2.0
3165,2015-08-24,39.0,39.459196891191716,7.50232991612302,2.0
3166,2015-08-25,53.0,39.417098445595855,7.513513513513514,2.0
3167,2015-08-26,31.0,39.375,7.5246971109040075,2.0
3168,2015-08-27,26.0,39.332901554404145,7.535880708294502,2.0
3169,2015-08-28,23.0,39.29080310880829,7.547064305684995,2.0
3170,2015-08-29,46.0,39.248704663212436,7.55824790307549,2.0
3171,2015-08-30,55.0,39.20660621761658,7.569431500465983,2.0
3172,2015-08-31,68.0,39.16450777202073,7.5806150978564775,2.0
3173,2015-09-01,72.0,39.12240932642487,7.591798695246971,2.0
3174,2015-09-02,83.0,39.08031088082902,7.602982292637465,2.0
3176,2015-09-04,67.0,38.99611398963731,7.625349487418453,2.0
3177,2015-09-05,20.0,38.954015544041454,7.636533084808947,2.0
3178,2015-09-06,25.0,38.9119170984456,7.647716682199441,2.0
3179,2015-09-07,43.0,38.869818652849744,7.658900279589935,2.0
3180,2015-09-08,56.0,38.82772020725389,7.670083876980429,2.0
3181,2015-09-09,35.0,38.785621761658035,7.681267474370923,2.0
3182,2015-09-10,29.0,38.74352331606218,7.6924510717614165,2.0
3183,2015-09-11,24.0,38.701424870466326,7.703634669151911,2.0
3184,2015-09-12,33.0,38.65932642487047,7.714818266542404,2.0
3185,2015-09-13,19.0,38.61722797927462,7.726001863932899,2.0
3186,2015-09-14,22.0,38.57512953367876,7.737185461323393,2.0
3187,2015-09-15,43.0,38.53303108808291,7.7483690587138865,2.0
3188,2015-09-16,58.0,38.49093264248705,7.759552656104381,2.0
3189,2015-09-17,59.0,38.4488341968912,7.770736253494874,2.0
3190,2015-09-18,65.0,38.40673575129534,7.781919850885369,2.0
3191,2015-09-19,42.0,38.36463730569948,7.793103448275862,2.0
3192,2015-09-20,14.0,38.32253886010363,7.8042870456663564,2.0
3193,2015-09-21,14.0,38.28044041450777,7.81547064305685,2.0
3194,2015-09-22,24.0,38.23834196891192,7.826654240447344,2.0
3195,2015-09-23,29.0,38.19624352331606,7.837837837837838,2.0
3196,2015-09-24,39.0,38.15414507772021,7.849021435228332,2.0
3197,2015-09-25,28.0,38.112046632124354,7.860205032618826,2.0
3198,2015-09-26,23.0,38.0699481865285,7.87138863000932,2.0
3199,2015-09-27,21.0,38.027849740932645,7.882572227399814,2.0
3200,2015-09-28,35.0,37.98575129533679,7.893755824790308,2.0
3201,2015-09-29,37.0,37.943652849740936,7.904939422180802,2.0
3202,2015-09-30,15.0,37.90155440414508,7.9161230195712955,2.0
3203,2015-04-01,36.0,37.859455958549226,7.92730661696179,2.0
3204,2015-04-02,55.0,37.81735751295337,7.938490214352283,2.0
3205,2015-04-03,58.0,37.77525906735752,7.949673811742778,2.0
3206,2015-04-04,35.0,37.73316062176166,7.960857409133271,2.0
3207,2015-04-05,40.0,37.69106217616581,7.9720410065237655,2.0
3208,2015-04-06,54.0,37.64896373056995,7.983224603914259,2.0
3209,2015-04-07,53.0,37.6068652849741,7.994408201304753,2.0
3210,2015-04-08,26.0,37.564766839378244,8.005591798695248,2.0
3211,2015-04-09,17.0,37.52266839378239,8.016775396085741,2.0
3212,2015-04-10,43.0,37.480569948186535,8.027958993476235,2.0
3213,2015-04-11,33.0,37.43847150259068,8.03914259086673,2.0
3214,2015-04-12,38.0,37.39637305699482,8.050326188257223,2.0
3215,2015-04-13,48.0,37.354274611398964,8.061509785647717,2.0
3216,2015-04-14,40.0,37.31217616580311,8.07269338303821,2.0
3217,2015-04-15,30.0,37.270077720207254,8.083876980428705,2.0
3218,2015-04-16,28.0,37.2279792746114,8.095060577819199,2.0
3219,2015-04-17,48.0,37.185880829015545,8.106244175209692,2.0
3220,2015-04-18,49.0,37.14378238341969,8.117427772600188,2.0
3221,2015-04-19,22.0,37.101683937823836,8.128611369990681,2.0
3222,2015-04-20,26.0,37.05958549222798,8.139794967381174,2.0
3223,2015-04-21,34.0,37.01748704663213,8.150978564771668,2.0
3224,2015-04-22,44.0,36.97538860103627,8.162162162162163,2.0
3225,2015-04-23,21.0,36.93329015544042,8.173345759552657,2.0
3226,2015-04-24,21.0,36.89119170984456,8.18452935694315,2.0
3227,2015-04-25,24.0,36.84909326424871,8.195712954333644,2.0
3228,2015-04-26,21.0,36.80699481865285,8.206896551724139,2.0
3229,2015-04-27,21.0,36.764896373057,8.218080149114632,2.0
3230,2015-04-28,24.0,36.722797927461144,8.229263746505126,2.0
3231,2015-04-29,28.0,36.68069948186529,8.24044734389562,2.0
3232,2015-04-30,19.0,36.638601036269435,8.251630941286114,2.0
3233,2015-05-01,23.0,36.59650259067358,8.262814538676608,2.0
3234,2015-05-02,36.0,36.554404145077726,8.273998136067101,2.0
3235,2015-05-03,43.0,36.51230569948187,8.285181733457597,2.0
3236,2015-05-04,67.0,36.47020725388602,8.29636533084809,2.0
3237,2015-05-05,63.0,36.42810880829016,8.307548928238583,2.0
3238,2015-05-06,41.0,36.38601036269431,8.318732525629077,2.0
3239,2015-05-07,54.0,36.343911917098445,8.329916123019572,2.0
3240,2015-05-08,57.0,36.30181347150259,8.341099720410066,2.0
3241,2015-05-09,51.0,36.259715025906736,8.352283317800559,2.0
3242,2015-05-10,53.0,36.21761658031088,8.363466915191053,2.0
3243,2015-05-11,78.0,36.17551813471503,8.374650512581548,2.0
3244,2015-05-12,61.0,36.13341968911917,8.385834109972041,2.0
3245,2015-05-13,36.0,36.09132124352332,8.397017707362535,2.0
3246,2015-05-14,29.0,36.04922279792746,8.40820130475303,2.0
3247,2015-05-15,50.0,36.00712435233161,8.419384902143523,2.0
3248,2015-05-16,55.0,35.965025906735754,8.430568499534017,2.0
3249,2015-05-17,62.0,35.9229274611399,8.44175209692451,2.0
3250,2015-05-18,48.0,35.880829015544045,8.452935694315006,2.0
3251,2015-05-19,54.0,35.83873056994819,8.464119291705499,2.0
3252,2015-05-20,22.0,35.796632124352335,8.475302889095992,2.0
3253,2015-05-21,26.0,35.75453367875648,8.486486486486486,2.0
3254,2015-05-22,37.0,35.712435233160626,8.497670083876981,2.0
3255,2015-05-23,27.0,35.67033678756477,8.508853681267475,2.0
3256,2015-05-24,52.0,35.62823834196892,8.520037278657968,2.0
3257,2015-05-25,60.0,35.58613989637306,8.531220876048463,2.0
3258,2015-05-26,48.0,35.54404145077721,8.542404473438957,2.0
3259,2015-05-27,52.0,35.50194300518135,8.55358807082945,2.0
3260,2015-05-28,60.0,35.4598445595855,8.564771668219944,2.0
3261,2015-05-29,30.0,35.417746113989644,8.575955265610439,2.0
3262,2015-05-30,39.0,35.37564766839379,8.587138863000932,2.0
3263,2015-05-31,43.0,35.33354922279793,8.598322460391426,2.0
3264,2015-06-01,6.0,35.29145077720207,8.60950605778192,2.0
3265,2015-06-02,13.0,35.24935233160622,8.620689655172415,2.0
3266,2015-06-03,24.0,35.20725388601036,8.631873252562908,2.0
3267,2015-06-04,17.0,35.16515544041451,8.643056849953402,2.0
3268,2015-06-05,33.0,35.123056994818654,8.654240447343897,2.0
3269,2015-06-06,45.0,35.0809585492228,8.66542404473439,2.0
3270,2015-06-07,31.0,35.038860103626945,8.676607642124884,2.0
3271,2015-06-08,42.0,34.99676165803109,8.687791239515377,2.0
3272,2015-06-09,43.0,34.954663212435236,8.698974836905872,2.0
3273,2015-06-10,48.0,34.91256476683938,8.710158434296366,2.0
3275,2015-06-12,78.0,34.82836787564767,8.732525629077353,2.0
3276,2015-06-13,33.0,34.78626943005182,8.743709226467848,2.0
3277,2015-06-14,42.0,34.74417098445596,8.754892823858341,2.0
3278,2015-06-15,32.0,34.70207253886011,8.766076421248835,2.0
3279,2015-06-16,44.0,34.65997409326425,8.77726001863933,2.0
3280,2015-06-17,34.0,34.6178756476684,8.788443616029824,2.0
3281,2015-06-18,20.0,34.575777202072544,8.799627213420317,2.0
3282,2015-06-19,42.0,34.53367875647669,8.81081081081081,2.0
3283,2015-06-20,32.0,34.491580310880835,8.821994408201306,2.0
3284,2015-06-21,35.0,34.44948186528498,8.8331780055918,2.0
3285,2015-06-22,44.0,34.407383419689126,8.844361602982293,2.0
3286,2015-06-23,67.0,34.36528497409327,8.855545200372786,2.0
3287,2015-06-24,18.0,34.32318652849741,8.866728797763281,2.0
3288,2015-06-25,34.0,34.281088082901555,8.877912395153775,2.0
3289,2015-06-26,44.0,34.2389896373057,8.889095992544268,2.0
3290,2015-06-27,15.0,34.196891191709845,8.900279589934764,2.0
3291,2015-06-28,17.0,34.15479274611399,8.911463187325257,2.0
3292,2015-06-29,15.0,34.112694300518136,8.92264678471575,2.0
3293,2015-06-30,39.0,34.07059585492228,8.933830382106244,2.0
3294,2015-01-01,62.0,34.02849740932643,8.94501397949674,2.0
3295,2015-01-02,66.0,33.98639896373057,8.956197576887233,2.0
3296,2015-01-03,50.0,33.94430051813472,8.967381174277726,2.0
3297,2015-01-04,53.0,33.90220207253886,8.97856477166822,2.0
3298,2015-01-05,53.0,33.86010362694301,8.989748369058715,2.0
3299,2015-01-06,62.0,33.818005181347154,9.000931966449208,2.0
3300,2015-01-07,60.0,33.7759067357513,9.012115563839702,2.0
3301,2015-01-08,57.0,33.733808290155444,9.023299161230195,2.0
3302,2015-01-09,55.0,33.69170984455959,9.03448275862069,2.0
3303,2015-01-10,60.0,33.649611398963735,9.045666356011184,2.0
3304,2015-01-11,60.0,33.60751295336788,9.056849953401677,2.0
3305,2015-01-12,69.0,33.565414507772026,9.068033550792173,2.0
3306,2015-01-13,55.0,33.52331606217617,9.079217148182666,2.0
3307,2015-01-14,64.0,33.48121761658032,9.09040074557316,2.0
3308,2015-01-15,66.0,33.43911917098446,9.101584342963653,2.0
3309,2015-01-16,66.0,33.39702072538861,9.112767940354148,2.0
3310,2015-01-17,51.0,33.35492227979275,9.123951537744642,2.0
3311,2015-01-18,80.0,33.3128238341969,9.135135135135135,2.0
3312,2015-01-19,49.0,33.270725388601036,9.146318732525629,2.0
3313,2015-01-20,47.0,33.22862694300518,9.157502329916124,2.0
3314,2015-01-21,59.0,33.18652849740933,9.168685927306617,2.0
3315,2015-01-22,63.0,33.14443005181347,9.17986952469711,2.0
3316,2015-01-23,61.0,33.10233160621762,9.191053122087606,2.0
3317,2015-01-24,63.0,33.06023316062176,9.2022367194781,2.0
3318,2015-01-25,50.0,33.01813471502591,9.213420316868593,2.0
3319,2015-01-26,42.0,32.976036269430054,9.224603914259086,2.0
3320,2015-01-27,45.0,32.9339378238342,9.235787511649582,2.0
3321,2015-01-28,55.0,32.891839378238345,9.246971109040075,2.0
3322,2015-01-29,51.0,32.84974093264249,9.258154706430568,2.0
3323,2015-01-30,51.0,32.807642487046635,9.269338303821062,2.0
3324,2015-01-31,57.0,32.76554404145078,9.280521901211557,2.0
3325,2015-02-01,60.0,32.723445595854926,9.29170549860205,2.0
3326,2015-02-02,45.0,32.68134715025907,9.302889095992544,2.0
3327,2015-02-03,53.0,32.63924870466322,9.31407269338304,2.0
3328,2015-02-04,75.0,32.59715025906736,9.325256290773533,2.0
3329,2015-02-05,52.0,32.55505181347151,9.336439888164026,2.0
3330,2015-02-06,53.0,32.51295336787565,9.34762348555452,2.0
3331,2015-02-07,72.0,32.4708549222798,9.358807082945015,2.0
3332,2015-02-08,73.0,32.428756476683944,9.369990680335508,2.0
3333,2015-02-09,48.0,32.38665803108809,9.381174277726002,2.0
3334,2015-02-10,49.0,32.344559585492235,9.392357875116495,2.0
3335,2015-02-11,56.0,32.30246113989638,9.40354147250699,2.0
3336,2015-02-12,59.0,32.26036269430052,9.414725069897484,2.0
3337,2015-02-13,59.0,32.21826424870466,9.425908667287977,2.0
3338,2015-02-14,57.0,32.17616580310881,9.437092264678473,2.0
3339,2015-02-15,60.0,32.134067357512954,9.448275862068966,2.0
3340,2015-02-16,51.0,32.0919689119171,9.45945945945946,2.0
3341,2015-02-17,59.0,32.049870466321245,9.470643056849953,2.0
3342,2015-02-18,74.0,32.00777202072539,9.481826654240448,2.0
3343,2015-02-19,63.0,31.965673575129536,9.493010251630942,2.0
3344,2015-02-20,62.0,31.92357512953368,9.504193849021435,2.0
3345,2015-02-21,60.0,31.881476683937827,9.515377446411929,2.0
3346,2015-02-22,72.0,31.839378238341972,9.526561043802424,2.0
3347,2015-02-23,52.0,31.797279792746117,9.537744641192917,2.0
3348,2015-02-24,50.0,31.755181347150263,9.54892823858341,2.0
3349,2015-02-25,63.0,31.713082901554408,9.560111835973906,2.0
3350,2015-02-26,56.0,31.670984455958553,9.5712954333644,2.0
3351,2015-02-27,57.0,31.6288860103627,9.582479030754893,2.0
3352,2015-02-28,56.0,31.586787564766844,9.593662628145387,2.0
3353,2015-03-01,57.0,31.54468911917099,9.604846225535882,2.0
3354,2015-03-02,65.0,31.502590673575135,9.616029822926375,2.0
3355,2015-03-03,48.0,31.460492227979277,9.627213420316869,2.0
3357,2015-03-05,55.0,31.376295336787567,9.649580615097857,2.0
3358,2015-03-06,52.0,31.334196891191713,9.66076421248835,2.0
3359,2015-03-07,71.0,31.292098445595858,9.671947809878844,2.0
3360,2015-03-08,70.0,31.250000000000004,9.68313140726934,2.0
3361,2015-03-09,61.0,31.20790155440415,9.694315004659833,2.0
3363,2015-03-11,58.0,31.12370466321244,9.71668219944082,2.0
3364,2015-03-12,37.0,31.081606217616585,9.727865796831315,2.0
3365,2015-03-13,32.0,31.03950777202073,9.739049394221809,2.0
3366,2015-03-14,39.0,30.997409326424876,9.750232991612302,2.0
3367,2015-03-15,34.0,30.955310880829018,9.761416589002796,2.0
3368,2015-03-16,53.0,30.913212435233163,9.77260018639329,2.0
3369,2015-03-17,51.0,30.87111398963731,9.783783783783784,2.0
3370,2015-03-18,34.0,30.829015544041454,9.794967381174278,2.0
3371,2015-03-19,39.0,30.7869170984456,9.806150978564771,2.0
3372,2015-03-20,40.0,30.744818652849744,9.817334575955266,2.0
3373,2015-03-21,56.0,30.70272020725389,9.82851817334576,2.0
3374,2015-03-22,40.0,30.660621761658035,9.839701770736253,2.0
3375,2015-03-23,40.0,30.61852331606218,9.850885368126749,2.0
3376,2015-03-24,47.0,30.576424870466326,9.862068965517242,2.0
3377,2015-03-25,57.0,30.53432642487047,9.873252562907735,2.0
3378,2015-03-26,61.0,30.492227979274617,9.884436160298229,2.0
3379,2015-03-27,28.0,30.45012953367876,9.895619757688724,2.0
3380,2015-03-28,31.0,30.408031088082904,9.906803355079218,2.0
3381,2015-03-29,30.0,30.36593264248705,9.917986952469711,2.0
3382,2015-03-30,38.0,30.323834196891195,9.929170549860205,2.0
3383,2015-03-31,30.0,30.28173575129534,9.9403541472507,2.0
3384,2014-10-01,17.0,30.239637305699485,9.951537744641193,2.0
3385,2014-10-02,22.0,30.19753886010363,9.962721342031687,2.0
3386,2014-10-03,35.0,30.155440414507776,9.973904939422182,2.0
3387,2014-10-04,25.0,30.11334196891192,9.985088536812675,2.0
3388,2014-10-05,26.0,30.071243523316067,9.996272134203169,2.0
3389,2014-10-06,42.0,30.029145077720212,10.007455731593662,2.0
3390,2014-10-07,35.0,29.987046632124358,10.018639328984158,2.0
3391,2014-10-08,29.0,29.9449481865285,10.029822926374651,2.0
3392,2014-10-09,31.0,29.902849740932645,10.041006523765144,2.0
3393,2014-10-10,32.0,29.86075129533679,10.052190121155638,2.0
3394,2014-10-11,35.0,29.818652849740936,10.063373718546133,2.0
3395,2014-10-12,29.0,29.77655440414508,10.074557315936627,2.0
3396,2014-10-13,39.0,29.734455958549226,10.08574091332712,2.0
3397,2014-10-14,29.0,29.69235751295337,10.096924510717615,2.0
3398,2014-10-15,27.0,29.650259067357517,10.108108108108109,2.0
3399,2014-10-16,30.0,29.608160621761662,10.119291705498602,2.0
3400,2014-10-17,41.0,29.566062176165808,10.130475302889096,2.0
3401,2014-10-18,32.0,29.523963730569953,10.141658900279591,2.0
3402,2014-10-19,20.0,29.4818652849741,10.152842497670084,2.0
3403,2014-10-20,33.0,29.43976683937824,10.164026095060578,2.0
3404,2014-10-21,46.0,29.397668393782386,10.175209692451071,2.0
3405,2014-10-22,21.0,29.35556994818653,10.186393289841567,2.0
3406,2014-10-23,18.0,29.313471502590676,10.19757688723206,2.0
3407,2014-10-24,28.0,29.271373056994822,10.208760484622553,2.0
3408,2014-10-25,43.0,29.229274611398967,10.219944082013049,2.0
3409,2014-10-26,32.0,29.187176165803113,10.231127679403542,2.0
3410,2014-10-27,36.0,29.145077720207258,10.242311276794036,2.0
3411,2014-10-28,64.0,29.102979274611403,10.253494874184529,2.0
3412,2014-10-29,52.0,29.06088082901555,10.264678471575024,2.0
3413,2014-10-30,36.0,29.018782383419694,10.275862068965518,2.0
3414,2014-10-31,30.0,28.97668393782384,10.287045666356011,2.0
3415,2014-11-01,24.0,28.93458549222798,10.298229263746505,2.0
3416,2014-11-02,23.0,28.892487046632127,10.309412861137,2.0
3417,2014-11-03,38.0,28.850388601036272,10.320596458527493,2.0
3418,2014-11-04,49.0,28.808290155440417,10.331780055917987,2.0
3419,2014-11-05,50.0,28.766191709844563,10.342963653308482,2.0
3420,2014-11-06,47.0,28.724093264248708,10.354147250698976,2.0
3421,2014-11-07,31.0,28.681994818652853,10.365330848089469,2.0
3422,2014-11-08,27.0,28.639896373057,10.376514445479962,2.0
3423,2014-11-09,48.0,28.597797927461144,10.387698042870458,2.0
3424,2014-11-10,69.0,28.55569948186529,10.398881640260951,2.0
3425,2014-11-11,63.0,28.513601036269435,10.410065237651445,2.0
3426,2014-11-12,46.0,28.47150259067358,10.421248835041938,2.0
3427,2014-11-13,38.0,28.429404145077726,10.432432432432433,2.0
3428,2014-11-14,34.0,28.387305699481868,10.443616029822927,2.0
3429,2014-11-15,37.0,28.345207253886013,10.45479962721342,2.0
3430,2014-11-16,46.0,28.30310880829016,10.465983224603916,2.0
3431,2014-11-17,52.0,28.261010362694304,10.477166821994409,2.0
3432,2014-11-18,41.0,28.21891191709845,10.488350419384902,2.0
3433,2014-11-19,36.0,28.176813471502594,10.499534016775396,2.0
3434,2014-11-20,47.0,28.13471502590674,10.510717614165891,2.0
3435,2014-11-21,46.0,28.092616580310885,10.521901211556385,2.0
3436,2014-11-22,52.0,28.05051813471503,10.533084808946878,2.0
3437,2014-11-23,62.0,28.008419689119176,10.544268406337372,2.0
3438,2014-11-24,46.0,27.96632124352332,10.555452003727867,2.0
3439,2014-11-25,44.0,27.924222797927467,10.56663560111836,2.0
3440,2014-11-26,33.0,27.88212435233161,10.577819198508854,2.0
3441,2014-11-27,31.0,27.840025906735754,10.589002795899347,2.0
3442,2014-11-28,34.0,27.7979274611399,10.600186393289842,2.0
3443,2014-11-29,43.0,27.755829015544045,10.611369990680336,2.0
3444,2014-11-30,60.0,27.71373056994819,10.62255358807083,2.0
3445,2014-12-01,59.0,27.671632124352335,10.633737185461325,2.0
3446,2014-12-02,34.0,27.62953367875648,10.644920782851818,2.0
3447,2014-12-03,46.0,27.587435233160626,10.656104380242311,2.0
3448,2014-12-04,49.0,27.54533678756477,10.667287977632805,2.0
3449,2014-12-05,51.0,27.503238341968917,10.6784715750233,2.0
3450,2014-12-06,53.0,27.461139896373062,10.689655172413794,2.0
3451,2014-12-07,35.0,27.419041450777208,10.700838769804287,2.0
3452,2014-12-08,48.0,27.37694300518135,10.71202236719478,2.0
3453,2014-12-09,25.0,27.334844559585495,10.723205964585276,2.0
3454,2014-12-10,34.0,27.29274611398964,10.73438956197577,2.0
3455,2014-12-11,44.0,27.250647668393785,10.745573159366263,2.0
3456,2014-12-12,46.0,27.20854922279793,10.756756756756758,2.0
3457,2014-12-13,49.0,27.166450777202076,10.767940354147251,2.0
3458,2014-12-14,49.0,27.12435233160622,10.779123951537745,2.0
3459,2014-12-15,49.0,27.082253886010367,10.790307548928238,2.0
3460,2014-12-16,64.0,27.040155440414512,10.801491146318734,2.0
3461,2014-12-17,44.0,26.998056994818658,10.812674743709227,2.0
3462,2014-12-18,38.0,26.955958549222803,10.82385834109972,2.0
3463,2014-12-19,49.0,26.91386010362695,10.835041938490214,2.0
3464,2014-12-20,43.0,26.87176165803109,10.84622553588071,2.0
3465,2014-12-21,55.0,26.829663212435236,10.857409133271203,2.0
3466,2014-12-22,52.0,26.78756476683938,10.868592730661696,2.0
3467,2014-12-23,39.0,26.745466321243526,10.879776328052191,2.0
3468,2014-12-24,40.0,26.703367875647672,10.890959925442685,2.0
